timestamp_ist,underlying,expiry,strike,side,ltp,bid_price,ask_price,volume,oi,prev_oi,delta,iv,theta,vega,gamma,rho,oi_change,oi_change_perc,oi_trigger,oi_trap,delta_change,delta_change_perc,delta_velocity,delta_momentum
2025-11-03 10:37:00+05:30,NIFTY,2025-11-25,24200.00,P,14.5,14.45,14.6,33450,346125,312375,-0.03775,0.14812,1.58814,0.05239,9e-05,-0.60878,33750,10.804321728691477,HIGH_OI_BUILDUP,Put Writers Trap-Pentry,0.0,0.0,0.0,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-12-02,24200.00,P,22.3,22.0,23.45,675,2475,0,-0.05068,0.14149,1.4005,0.07594,1e-04,-1.0732,2475,,HIGH_OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-12-02,24200.00,P,22.3,22.4,23.5,675,2475,0,-0.05068,0.14149,1.4005,0.07594,1e-04,-1.0732,2475,,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-12-02,24200.00,P,22.3,22.4,23.15,675,2475,0,-0.05068,0.14149,1.4005,0.07594,1e-04,-1.0732,2475,,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-12-02,24200.00,P,22.3,21.55,23.25,675,2475,0,-0.05068,0.14149,1.4005,0.07594,1e-04,-1.0732,2475,,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-12-02,24200.00,P,22.3,21.7,23.35,675,2475,0,-0.05068,0.14149,1.4005,0.07594,1e-04,-1.0732,2475,,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-12-02,24200.00,P,22.3,21.7,23.25,675,2475,0,-0.05068,0.14149,1.4005,0.07594,1e-04,-1.0732,2475,,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-12-02,24200.00,P,22.3,21.6,23.25,675,2475,0,-0.05068,0.14149,1.4005,0.07594,1e-04,-1.0732,2475,,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-12-02,24200.00,P,22.3,21.6,23.2,675,2475,0,-0.05068,0.14149,1.4005,0.07594,1e-04,-1.0732,2475,,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-12-30,24200.00,C,2068.1,1850.65,1939.6,0,225,225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-12-30,24200.00,C,2068.1,1847.65,1934.5,0,225,225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-12-30,24200.00,C,2068.1,1846.5,1936.2,0,225,225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-12-30,24200.00,C,2068.1,1855.6,1944.45,0,225,225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-12-30,24200.00,C,2068.1,1851.45,1939.7,0,225,225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-12-30,24200.00,C,2068.1,1851.45,1939.7,0,225,225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-12-30,24200.00,C,2068.1,1854.55,1942.15,0,225,225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-12-30,24200.00,C,2068.1,1854.55,1942.15,0,225,225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-12-30,24200.00,P,54.0,50.7,57.5,5250,203175,195525,-0.08629,0.13042,1.18469,0.1593,0.00012,-3.58383,7650,3.9125431530494823,HIGH_OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-12-30,24200.00,P,54.0,50.65,57.45,5325,203175,195525,-0.08572,0.13134,1.18223,0.15859,0.00012,-3.56205,7650,3.9125431530494823,HIGH_OI_BUILDUP,No Trap,0.0005699992,-0.6605625,0.0005699992179870605,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-12-30,24200.00,P,54.0,49.15,57.45,5325,203175,195525,-0.08572,0.13134,1.18223,0.15859,0.00012,-3.56205,7650,3.9125431530494823,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-12-30,24200.00,P,54.0,50.1,57.4,5325,203175,195525,-0.08572,0.13134,1.18223,0.15859,0.00012,-3.56205,7650,3.9125431530494823,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-12-30,24200.00,P,54.0,50.1,57.4,5325,203175,195525,-0.08572,0.13134,1.18223,0.15859,0.00012,-3.56205,7650,3.9125431530494823,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-12-30,24200.00,P,54.0,50.1,57.4,5325,203175,195525,-0.08572,0.13134,1.18223,0.15859,0.00012,-3.56205,7650,3.9125431530494823,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-12-30,24200.00,P,54.0,50.1,57.4,5325,203175,195525,-0.08572,0.13134,1.18223,0.15859,0.00012,-3.56205,7650,3.9125431530494823,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-12-30,24200.00,P,54.0,50.1,57.4,5325,203175,195525,-0.08572,0.13134,1.18223,0.15859,0.00012,-3.56205,7650,3.9125431530494823,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2026-01-27,24200.00,P,85.8,85.3,88.55,2600,3185,845,-0.10932,0.1273,1.13976,0.23013,0.00012,-6.79146,2340,276.9230769230769,HIGH_OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2026-01-27,24200.00,P,85.8,80.6,87.05,2600,3185,845,-0.10932,0.1273,1.13976,0.23013,0.00012,-6.79146,2340,276.9230769230769,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2026-01-27,24200.00,P,85.8,84.0,86.65,2600,3185,845,-0.10932,0.1273,1.13976,0.23013,0.00012,-6.79146,2340,276.9230769230769,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2026-01-27,24200.00,P,85.8,84.0,86.6,2600,3185,845,-0.10932,0.1273,1.13976,0.23013,0.00012,-6.79146,2340,276.9230769230769,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2026-01-27,24200.00,P,85.8,84.0,86.5,2600,3185,845,-0.10932,0.1273,1.13976,0.23013,0.00012,-6.79146,2340,276.9230769230769,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2026-01-27,24200.00,P,85.8,84.1,86.85,2600,3185,845,-0.10932,0.1273,1.13976,0.23013,0.00012,-6.79146,2340,276.9230769230769,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2026-01-27,24200.00,P,85.8,84.1,86.85,2600,3185,845,-0.10932,0.1273,1.13976,0.23013,0.00012,-6.79146,2340,276.9230769230769,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2026-01-27,24200.00,P,83.6,83.6,86.2,2665,3575,845,-0.10717,0.12691,1.17866,0.22696,0.00012,-6.65892,2730,323.0769230769231,HIGH_OI_BUILDUP,Put Writers Trap-Pentry,0.0021499991,-1.9667029,0.0021499991416931152,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-11-04,24250.00,C,1691.4,1496.75,1526.95,0,825,825,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-11-04,24250.00,C,1691.4,1495.95,1524.9,0,825,825,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-11-04,24250.00,C,1691.4,1498.6,1550.45,0,825,825,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-11-04,24250.00,C,1691.4,1502.1,1547.3,0,825,825,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-11-04,24250.00,C,1691.4,1503.0,1528.15,0,825,825,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-11-04,24250.00,C,1691.4,1340.15,1525.5,0,825,825,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-11-04,24250.00,C,1691.4,1504.2,1531.3,0,825,825,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-11-04,24250.00,C,1691.4,1506.85,1546.85,0,825,825,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-11-04,24250.00,P,1.3,1.25,1.3,1383150,305850,189825,-0.00645,0.36961,-0.04809,0.00303,3e-05,-0.00706,116025,61.12208613196365,HIGH_OI_BUILDUP,Put Writers Trap-Pentry,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-11-04,24250.00,P,1.25,1.25,1.3,1421100,305850,189825,-0.00626,0.36716,0.06746,0.00295,3e-05,-0.00686,116025,61.12208613196365,HIGH_OI_BUILDUP,Put Writers Trap-Pentry,0.00019000005,-2.945739,0.0001900000497698784,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-11-04,24250.00,P,1.25,1.25,1.35,1425825,305850,189825,-0.00627,0.36663,0.06728,0.00296,3e-05,-0.00687,116025,61.12208613196365,HIGH_OI_BUILDUP,Put Writers Trap-Pentry,-9.9996105e-06,0.15974045,-9.999610483646393e-06,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-11-04,24250.00,P,1.3,1.3,1.35,1446150,298500,189825,-0.00645,0.37014,-0.05634,0.00303,3e-05,-0.00705,108675,57.25009877518767,HIGH_OI_BUILDUP,No Trap,-0.00018000044,2.870822,-0.000180000439286232,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-11-04,24250.00,P,1.3,1.3,1.35,1447875,298500,189825,-0.00645,0.37006,-0.05645,0.00303,3e-05,-0.00705,108675,57.25009877518767,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-11-04,24250.00,P,1.35,1.3,1.35,1495575,298500,189825,-0.00665,0.37182,-0.17705,0.00311,3e-05,-0.00727,108675,57.25009877518767,HIGH_OI_BUILDUP,No Trap,-0.00019999966,3.1007648,-0.00019999966025352478,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-11-04,24250.00,P,1.35,1.3,1.35,1497300,279075,189825,-0.00663,0.37251,-0.17605,0.0031,3e-05,-0.00724,89250,47.01698933227973,HIGH_OI_BUILDUP,No Trap,1.9999687e-05,-0.30074716,1.9999686628580093e-05,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-11-04,24250.00,P,1.3,1.25,1.3,1517175,279075,189825,-0.00642,0.37159,-0.06347,0.00302,3e-05,-0.00702,89250,47.01698933227973,HIGH_OI_BUILDUP,No Trap,0.0002100002,-3.1674266,0.0002100002020597458,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-11-11,24250.00,C,1602.5,1537.9,1578.2,0,525,450,,,,,,,75,16.666666666666664,OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-11-11,24250.00,C,1602.5,1540.1,1571.55,0,525,450,,,,,,,75,16.666666666666664,OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-11-11,24250.00,C,1602.5,1541.6,1570.65,0,525,450,,,,,,,75,16.666666666666664,OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-11-11,24250.00,C,1602.5,1548.35,1581.15,0,525,450,,,,,,,75,16.666666666666664,OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-11-11,24250.00,C,1602.5,1546.45,1576.75,0,525,450,,,,,,,75,16.666666666666664,OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-11-11,24250.00,C,1602.5,1537.7,1572.8,0,525,450,,,,,,,75,16.666666666666664,OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-11-11,24250.00,C,1602.5,1544.6,1572.8,0,525,450,,,,,,,75,16.666666666666664,OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-11-11,24250.00,C,1602.5,1547.0,1587.55,0,525,450,,,,,,,75,16.666666666666664,OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-11-11,24250.00,P,3.4,2.95,3.55,2325,4950,1800,-0.014,0.17406,2.08727,0.01403,5e-05,-0.08531,3150,175.0,HIGH_OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-11-11,24250.00,P,3.4,2.95,3.5,2325,4950,1800,-0.014,0.17406,2.08727,0.01403,5e-05,-0.08531,3150,175.0,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-11-11,24250.00,P,3.4,2.95,3.5,2325,4950,1800,-0.014,0.17406,2.08727,0.01403,5e-05,-0.08531,3150,175.0,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-11-11,24250.00,P,3.4,2.95,3.5,2325,4950,1800,-0.014,0.17406,2.08727,0.01403,5e-05,-0.08531,3150,175.0,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-11-11,24250.00,P,3.4,2.95,3.5,2325,4950,1800,-0.014,0.17406,2.08727,0.01403,5e-05,-0.08531,3150,175.0,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-11-11,24250.00,P,3.4,2.95,3.5,2325,4950,1800,-0.014,0.17406,2.08727,0.01403,5e-05,-0.08531,3150,175.0,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-11-11,24250.00,P,3.4,2.95,3.55,2325,4950,1800,-0.014,0.17406,2.08727,0.01403,5e-05,-0.08531,3150,175.0,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-11-11,24250.00,P,3.4,2.95,3.55,2325,4950,1800,-0.014,0.17406,2.08727,0.01403,5e-05,-0.08531,3150,175.0,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-11-18,24250.00,C,1779.75,1579.25,1625.35,0,525,525,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-11-18,24250.00,C,1779.75,1573.6,1619.95,0,525,525,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-11-18,24250.00,C,1779.75,1573.3,1619.55,0,525,525,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-11-18,24250.00,C,1779.75,1583.35,1630.15,0,525,525,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-11-18,24250.00,C,1779.75,1578.85,1625.25,0,525,525,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-11-18,24250.00,C,1779.75,1577.45,1624.5,0,525,525,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-11-18,24250.00,C,1779.75,1580.9,1626.55,0,525,525,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-11-18,24250.00,C,1779.75,1580.9,1626.55,0,525,525,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-11-25,24250.00,C,1704.0,1626.2,1655.95,0,450,450,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-11-25,24250.00,C,1704.0,1623.7,1648.1,0,450,450,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-11-25,24250.00,C,1704.0,1628.05,1655.9,0,450,450,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-11-25,24250.00,C,1704.0,1635.75,1663.95,0,450,450,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-11-25,24250.00,C,1704.0,1631.3,1663.7,0,450,450,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-11-25,24250.00,C,1704.0,1629.75,1656.15,0,450,450,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-11-25,24250.00,C,1704.0,1629.8,1662.45,0,450,450,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-11-25,24250.00,C,1704.0,1637.5,1668.1,0,450,450,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-11-25,24250.00,P,15.8,15.55,15.9,4575,42900,42525,-0.04121,0.14599,1.47191,0.05625,9e-05,-0.6645,375,0.8818342151675485,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-11-25,24250.00,P,15.8,15.55,16.05,4575,42750,42525,-0.04121,0.14599,1.47191,0.05625,9e-05,-0.6645,225,0.5291005291005291,NORMAL,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-11-25,24250.00,P,15.8,15.5,15.85,4650,42750,42525,-0.04118,0.14614,1.47112,0.05622,9e-05,-0.66402,225,0.5291005291005291,NORMAL,No Trap,2.9999763e-05,-0.07279515,2.9999762773513794e-05,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-11-25,24250.00,P,15.5,15.5,15.75,5400,42750,42525,-0.04048,0.14622,1.49954,0.05545,9e-05,-0.65286,225,0.5291005291005291,NORMAL,No Trap,0.0007000007,-1.6998589,0.000700000673532486,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-11-25,24250.00,P,15.5,15.5,15.85,5400,42750,42525,-0.04048,0.14622,1.49954,0.05545,9e-05,-0.65286,225,0.5291005291005291,NORMAL,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-11-25,24250.00,P,15.5,15.5,15.85,5400,42750,42525,-0.04048,0.14622,1.49954,0.05545,9e-05,-0.65286,225,0.5291005291005291,NORMAL,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-11-25,24250.00,P,15.5,15.5,15.85,5400,42750,42525,-0.04048,0.14622,1.49954,0.05545,9e-05,-0.65286,225,0.5291005291005291,NORMAL,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-11-25,24250.00,P,15.5,15.5,15.75,5400,42750,42525,-0.04048,0.14622,1.49954,0.05545,9e-05,-0.65286,225,0.5291005291005291,NORMAL,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-12-30,24250.00,C,2018.8,1804.15,1889.05,0,150,150,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-12-30,24250.00,C,2018.8,1801.25,1886.05,0,150,150,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-12-30,24250.00,C,2018.8,1742.85,1893.5,0,150,150,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-12-30,24250.00,C,2018.8,1808.7,1894.05,0,150,150,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-12-30,24250.00,C,2018.8,1804.95,1889.8,0,150,150,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-12-30,24250.00,C,2018.8,1804.95,1889.8,0,150,150,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-12-30,24250.00,C,2018.8,1807.65,1892.1,0,150,150,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-12-30,24250.00,C,2018.8,1807.65,1892.1,0,150,150,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-12-30,24250.00,P,53.8,54.65,60.0,0,10275,8475,,,,,,,1800,21.238938053097346,HIGH_OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-12-30,24250.00,P,53.8,53.55,60.15,0,10275,8475,,,,,,,1800,21.238938053097346,HIGH_OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-12-30,24250.00,P,53.8,54.6,62.3,0,10275,8475,,,,,,,1800,21.238938053097346,HIGH_OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-12-30,24250.00,P,53.8,53.2,59.25,0,10275,8475,,,,,,,1800,21.238938053097346,HIGH_OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-12-30,24250.00,P,53.8,54.9,60.65,0,10275,8475,,,,,,,1800,21.238938053097346,HIGH_OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-12-30,24250.00,P,53.8,54.9,60.65,0,10275,8475,,,,,,,1800,21.238938053097346,HIGH_OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-12-30,24250.00,P,53.8,54.85,60.55,0,10275,8475,,,,,,,1800,21.238938053097346,HIGH_OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-12-30,24250.00,P,53.8,54.85,60.15,0,10275,8475,,,,,,,1800,21.238938053097346,HIGH_OI_BUILDUP,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-11-04,24300.00,C,1482.0,1461.3,1474.45,450,1800,2175,0.92539,0.62146,-47.75598,0.02375,0.00013,0.96299,-375,-17.24137931034483,OI_UNWIND,Call Writers Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-11-04,24300.00,C,1460.0,1458.7,1467.6,525,1575,2175,0.92596,0.61516,-47.29548,0.02342,0.00014,0.94987,-600,-27.586206896551722,HIGH_OI_UNWIND,No Trap,0.0005699992,0.06159544,0.0005699992179870605,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-11-04,24300.00,C,1460.0,1463.2,1476.3,525,1575,2175,0.92596,0.61516,-47.29548,0.02342,0.00014,0.94987,-600,-27.586206896551722,HIGH_OI_UNWIND,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-11-04,24300.00,C,1460.0,1464.15,1479.0,525,1575,2175,0.92596,0.61516,-47.29548,0.02342,0.00014,0.94987,-600,-27.586206896551722,HIGH_OI_UNWIND,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-11-04,24300.00,C,1460.0,1462.65,1470.4,525,1575,2175,0.92596,0.61516,-47.29548,0.02342,0.00014,0.94987,-600,-27.586206896551722,HIGH_OI_UNWIND,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-11-04,24300.00,C,1460.0,1462.95,1478.85,525,1575,2175,0.92596,0.61516,-47.29548,0.02342,0.00014,0.94987,-600,-27.586206896551722,HIGH_OI_UNWIND,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-11-04,24300.00,C,1460.0,1465.6,1475.65,525,1575,2175,0.92596,0.61516,-47.29548,0.02342,0.00014,0.94987,-600,-27.586206896551722,HIGH_OI_UNWIND,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-11-04,24300.00,C,1460.0,1472.9,1479.9,525,1575,2175,0.92596,0.61516,-47.29548,0.02342,0.00014,0.94987,-600,-27.586206896551722,HIGH_OI_UNWIND,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-11-04,24300.00,P,1.25,1.25,1.3,3362175,625275,521925,-0.00643,0.35664,0.09328,0.00302,3e-05,-0.00704,103350,19.80169564592614,HIGH_OI_BUILDUP,Put Writers Trap-Pentry,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-11-04,24300.00,P,1.25,1.25,1.3,3388875,625275,521925,-0.00646,0.35473,0.09843,0.00303,3e-05,-0.00707,103350,19.80169564592614,HIGH_OI_BUILDUP,Put Writers Trap-Pentry,-2.9999763e-05,0.46656132,-2.9999762773513794e-05,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-11-04,24300.00,P,1.3,1.3,1.35,3449400,625275,521925,-0.00665,0.35709,-0.02013,0.00311,3e-05,-0.00728,103350,19.80169564592614,HIGH_OI_BUILDUP,Put Writers Trap-Pentry,-0.00019000005,2.9411793,-0.0001900000497698784,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-11-04,24300.00,P,1.3,1.3,1.35,3576975,588975,521925,-0.00663,0.35877,-0.02686,0.0031,3e-05,-0.00725,67050,12.846673372611006,HIGH_OI_BUILDUP,No Trap,1.9999687e-05,-0.30074716,1.9999686628580093e-05,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-11-04,24300.00,P,1.3,1.3,1.35,3590325,588975,521925,-0.00663,0.35862,-0.02836,0.0031,3e-05,-0.00725,67050,12.846673372611006,HIGH_OI_BUILDUP,No Trap,0.0,0.0,0.0,STABLE
